"npi","pathsegment","name","assignmenttype","path","providerpersonid","level","pcpind","claimsrecord","inserttimestamp","grouper1value","grouper2value","grouper3value","grouper1name","grouper2name","grouper3name","activeind","outreachenabledind","outreachpracticename","outreachpracticephone","updatetimestamp"
"1689178451","0045B8C521A52DF0AC4560EB5616505E","JUMALON, INGA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0045B8C521A52DF0AC4560EB5616505E","51786","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1013912807","00541C1969E1F8E2D7348FF05356F34F","PEREZRIOS, WASHINGTON","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00541C1969E1F8E2D7348FF05356F34F","94044","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1700923679","005789FD5DC0C55D1847683DB4307B32","KIRIAZIS, RICK","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/005789FD5DC0C55D1847683DB4307B32","83668","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1508184268","005A34393EF143D3E8962672E0A89E2F","BOEDECKER, ALIANA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/005A34393EF143D3E8962672E0A89E2F","14887","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1851516009","005B233D13DE7DEC213A69B81ABD4B13","HAUPRICHT, URBAN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/005B233D13DE7DEC213A69B81ABD4B13","57223","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1740457373","00604666A918660C24DC300DA1268A03","SHEHADI, AL","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00604666A918660C24DC300DA1268A03","53629","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1912962028","0078B8B0FBD83156455E4E3BD6850A1B","BHATTACHARJEE, JAN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0078B8B0FBD83156455E4E3BD6850A1B","59023","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1184967416","007CE06FDD178940CCF4781A5B1526D1","PUCHE, NOAH","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/007CE06FDD178940CCF4781A5B1526D1","99454","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1316040280","0085DAF95D5E5A6F2A3968FBC1408382","MIDWEST SPECIALTY CLINICS, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0085DAF95D5E5A6F2A3968FBC1408382","9119","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1376589366","008C66EA459BE51124CA1986F9CF3AFA","TREES, DAKOTA","Supplied","/05724AADFD5A7F4673CCA89A4946BDBB/A512E6DBBF7B4556ACE30686628546FD/11CBD6CD58F54601D89AF18590CC045F/008C66EA459BE51124CA1986F9CF3AFA","10962","3","0","1","2025-12-05 22:28:49.719","05724AADFD5A7F4673CCA89A4946BDBB","A512E6DBBF7B4556ACE30686628546FD","11CBD6CD58F54601D89AF18590CC045F","MIDWEST","EAST NORTH CENTRAL","HARMONY HEALTH ALLIANCE","Y","false","East North Central","536-555-6979",
"1699710012","0090717D983B664145EAD02D8E1B549F","DAFFERN, JOSHUA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0090717D983B664145EAD02D8E1B549F","20881","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1841269263","00A04D2DB67E4666FB919A41F91419C6","LATTEA, WEBSTER","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00A04D2DB67E4666FB919A41F91419C6","25196","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1255846473","00A218AA6CB64F0C5F0A5942A507EDEC","ZAVALAGARCIA, LOVIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00A218AA6CB64F0C5F0A5942A507EDEC","39363","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1033606579","00A4C53A2A0BEDE778F46FBD12DB7440","SLEETER, ROBERTA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00A4C53A2A0BEDE778F46FBD12DB7440","94642","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1255323390","00A6DB50CF404C997CF3E50F8C44C685","JUNGER, ELLEN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00A6DB50CF404C997CF3E50F8C44C685","101029","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1902807852","00A86A7CA5E00ED7A30B48719DFC8E38","GARRETSON, EUNICE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00A86A7CA5E00ED7A30B48719DFC8E38","26957","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1548652530","00AE176A205BAA876F8B35752E946488","DANCHIK, JULIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00AE176A205BAA876F8B35752E946488","16468","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1881650554","00B7B5BE047BB3FAF2F8AB24B818E397","LEWINS, MICHEL","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00B7B5BE047BB3FAF2F8AB24B818E397","26314","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1245279652","00B7EEFDDA720E8C693DE70875EDA793","WEIGL, GERALD","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00B7EEFDDA720E8C693DE70875EDA793","69848","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1629047618","00C5AC7DA53588B6D0C98258ED91E42A","CASCADE HEALTH COOPERATIVE, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00C5AC7DA53588B6D0C98258ED91E42A","50042","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1831777382","00EB25C5AB084C8495EF5140D3F18012","DOVE, TABETHA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00EB25C5AB084C8495EF5140D3F18012","24921","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1750342168","00EEEBEF8CB1C1425A274F66000CABB3","VERDESOTO, SHELLY PAIGE","Supplied","/CFA1B40182A2F0036F099E5480FC308E/CE63A1D33C8C4546DF6C7E7094247C0D/E8FD67C92EFCE28FC84AEF9FDAE01B94/00EEEBEF8CB1C1425A274F66000CABB3",,"3","1","1","2025-12-05 22:28:49.719","CFA1B40182A2F0036F099E5480FC308E","CE63A1D33C8C4546DF6C7E7094247C0D","E8FD67C92EFCE28FC84AEF9FDAE01B94","WEST","PACIFIC","WILLOWBROOK HEALTH NETWORK","Y","false","Pacific","536-555-6979",
"1801263439","00F1C286CFA4FF21D6FB42271DDBB5BA","MERLOS, ELISA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00F1C286CFA4FF21D6FB42271DDBB5BA","117425","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1366008922","00F32D9FBD67242E9FC95E7259D612C1","PELCZARSKI, CAELAN","Supplied","/05724AADFD5A7F4673CCA89A4946BDBB/A512E6DBBF7B4556ACE30686628546FD/B98C8B2C4EB060B2853BCD42D16D9ED1/00F32D9FBD67242E9FC95E7259D612C1",,"3","1","1","2025-12-05 22:28:49.719","05724AADFD5A7F4673CCA89A4946BDBB","A512E6DBBF7B4556ACE30686628546FD","B98C8B2C4EB060B2853BCD42D16D9ED1","MIDWEST","EAST NORTH CENTRAL","NEXGEN HEALTH SOLUTIONS","Y","false","East North Central","536-555-6979",
"1932307923","00F786F6CB3991C294C9C55D20CB4BB0","GREEN VALLEY HEALTH, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00F786F6CB3991C294C9C55D20CB4BB0","121604","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1053324343","00FD92464BF31DFE11067AC2A3B7650F","SEKIYA, ROYCE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/00FD92464BF31DFE11067AC2A3B7650F","64154","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1518209345","01019339B4527D2A9A14A578647F9003","POLACHECK, SABINA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/01019339B4527D2A9A14A578647F9003","46587","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1295965275","0108EAF8136E5E76AA81E522285C4F59","BRACEY, GALE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0108EAF8136E5E76AA81E522285C4F59","40308","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1538303797","010DF3863D76EB945D5C312492726216","SAINEZ, ANGIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/010DF3863D76EB945D5C312492726216","47306","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1780662908","010FDFF267E17EC3B5035C3F48EF8722","SCHWEBEL, GRAYCE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/010FDFF267E17EC3B5035C3F48EF8722","117118","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1013215078","01117E3B5AACA41AEB54B055A167CD7E","WILLMS, LOGAN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/01117E3B5AACA41AEB54B055A167CD7E","407","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1427172204","0118163CD9CFA213F273738D444B05D4","MCGLOWN, REUBEN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0118163CD9CFA213F273738D444B05D4","106241","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1194111070","011973728E327985AD29D0FAECA45229","GIESECKE, TRINIDAD","Supplied","/198255D31AC24F28855C23932FDB5FB4/84929AEBE23A758A4C7737DF1A93D649/024BA0DA8E58302A373AB6B7D5FBDDEC/011973728E327985AD29D0FAECA45229",,"3","1","1","2025-12-05 22:28:49.719","198255D31AC24F28855C23932FDB5FB4","84929AEBE23A758A4C7737DF1A93D649","024BA0DA8E58302A373AB6B7D5FBDDEC","NORTHEAST","NEW ENGLAND","SILVER HORIZON HEALTH","Y","false","New England","536-555-6979",
"1063574010","011BBE0E9721AD8B43A6EA39D536EC20","ISLAMOV, ROSALIE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/011BBE0E9721AD8B43A6EA39D536EC20","33386","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1215106836","013462951CD05402D302C9E7B718604C","VANGIESON, JERRIE","Supplied","/2F9A1A5CCB8EEC79D4995321B037D46A/6D3CCE53C0CEC8B10EA8D6B3F9C14F2E/FBB836D9B565C017F66C1464EA661E35/013462951CD05402D302C9E7B718604C",,"3","1","1","2025-12-05 22:28:49.719","2F9A1A5CCB8EEC79D4995321B037D46A","6D3CCE53C0CEC8B10EA8D6B3F9C14F2E","FBB836D9B565C017F66C1464EA661E35","SOUTH","EAST SOUTH CENTRAL","SOLSTICE HEALTH GROUP","Y","false","East South Central","536-555-6979",
"1356351225","013F13E2E48CD96E5B9C59EDC24C4056","REDWOOD REGIONAL MEDICAL, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/013F13E2E48CD96E5B9C59EDC24C4056","10247","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1407824600","014575C48D429231DB92E1D1FBBB8531","ALUKO, DUNCAN","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/014575C48D429231DB92E1D1FBBB8531","43468","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1962444356","014FB29B6EFFA7DDA7FE5906F50F00AE","ANKERSON, LESLIE","Supplied","/2F9A1A5CCB8EEC79D4995321B037D46A/6D3CCE53C0CEC8B10EA8D6B3F9C14F2E/FBB836D9B565C017F66C1464EA661E35/014FB29B6EFFA7DDA7FE5906F50F00AE",,"3","1","1","2025-12-05 22:28:49.719","2F9A1A5CCB8EEC79D4995321B037D46A","6D3CCE53C0CEC8B10EA8D6B3F9C14F2E","FBB836D9B565C017F66C1464EA661E35","SOUTH","EAST SOUTH CENTRAL","SOLSTICE HEALTH GROUP","Y","false","East South Central","536-555-6979",
"1265400733","015011CFCF19B0484AAD47718DADAA26","NORTHERN PLAINS HEALTH NETWORK, ","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/015011CFCF19B0484AAD47718DADAA26","70115","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1316368640","01540C45BD9DFF3A6C3537AB8FBA042C","HEUP, HAZLE","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/01540C45BD9DFF3A6C3537AB8FBA042C","102710","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
"1700095700","0155351409FF45735A4EA7B17E6FB31C","HOEME, YEHUDA","Inferred","/CAEB59EA9EA08A1FA25F7E12AA67F822/E2BAE6C8F6627AC5D9D4F07411164A08/54A181BEC0E0528CB98E19E0FC826402/0155351409FF45735A4EA7B17E6FB31C","114727","3","0","0","2025-12-05 22:24:12.944","CAEB59EA9EA08A1FA25F7E12AA67F822","E2BAE6C8F6627AC5D9D4F07411164A08","54A181BEC0E0528CB98E19E0FC826402","OTHER","OTHER","OTHER","N","false",,,
