"_hoodie_commit_time","_hoodie_commit_seqno","_hoodie_record_key","_hoodie_partition_path","_hoodie_file_name","member_id","first_name","middle_name","last_name","contact_title","sex_unscrubbed","home_phone","business_phone","cell_phone","dob","death_date","head_of_household_name","pregnancy_date","first_covered_date","special_needs_unscrubbed","individual_no","language_unscrubbed","risk_unscrubbed","marital_status_unscrubbed","ssn","relationship_unscrubbed","ethnicity_unscrubbed","medicaid_id","medicare_id","source_id","create_timestamp","modify_timestamp","created_by","modified_by","delete_ind","loaded_from_file","medicaid_renewal_date","race_unscrubbed","ethnicity","language","marital_status","race","relationship","sex","special_needs","risk","scrubbed","id","member","exportcategory","deleted_reason","quality_fail_reason","row_hash","extract_timeseries_bucket","availability","_arcadia_source","year_bucket","deleted","lowquality","transitioned"
"20250726044446203","20250726044446203_0_10","availability:beta,source_id:1005,member_id:861115427646","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","861115427646","DIANE","HILARY","DESARO",,"F","(640) 555-6736",,,"1971-05-13 00:00:00.000",,,,,,"1EU4D37ES48","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00078.csv.gz_2024_11_18_000000_claims1005_planmember_00078.csv.gz.1732128036244",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.861115427646","urn:doid:arcadia.io:member!arcgd.1005.861115427646","511",,,"1947748882","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_11","availability:beta,source_id:1005,member_id:317368345218","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","317368345218","ORLANDO","RYLEE","CORKREAN",,"M","(608) 555-7306",,,"1948-04-23 00:00:00.000",,,,,,"5NH0XK1PP06","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00025.csv.gz_2024_11_18_000000_claims1005_planmember_00025.csv.gz.1732128034250",,,,"ENGLISH",,,"SUBSCRIBER","M",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.317368345218","urn:doid:arcadia.io:member!arcgd.1005.317368345218","511",,,"502713113","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_12","availability:beta,source_id:1005,member_id:994505913864","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","994505913864","BREANNA","HILARY","WURL",,"F","(857) 555-9583",,,"1940-04-25 00:00:00.000",,,,,,"7Y33RS5TZ90","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00042.csv.gz_2024_11_18_000000_claims1005_planmember_00042.csv.gz.1732128035051",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.994505913864","urn:doid:arcadia.io:member!arcgd.1005.994505913864","511",,,"-1105777209","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_13","availability:beta,source_id:1005,member_id:622446427109","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","622446427109","BAILEY","CAMPBELL","REICHELDERFER",,"M","(608) 555-8706",,,"1956-04-24 00:00:00.000",,,,,,"1OI1WL2BD06","ENL",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00001.csv.gz_2024_11_18_000000_claims1005_planmember_00001.csv.gz.1732128033518",,,,"ENGLISH",,,"SUBSCRIBER","M",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.622446427109","urn:doid:arcadia.io:member!arcgd.1005.622446427109","511",,,"1802162089","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_14","availability:beta,source_id:1005,member_id:305853652886","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","305853652886","KELSEY","CASSY","MAILES",,"F","(640) 555-3957",,,"1955-04-24 00:00:00.000",,,,,,"0JY4NO8EP51","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00009.csv.gz_2024_11_18_000000_claims1005_planmember_00009.csv.gz.1732128033801",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.305853652886","urn:doid:arcadia.io:member!arcgd.1005.305853652886","511",,,"1139474171","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_15","availability:beta,source_id:1005,member_id:332226315026","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","332226315026","LANA","FRANNI","SCHWART",,"F","(640) 555-8784",,,"1933-08-26 00:00:00.000",,,,,,"8AS1FN3ID75","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00096.csv.gz_2024_11_18_000000_claims1005_planmember_00096.csv.gz.1732128037002",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.332226315026","urn:doid:arcadia.io:member!arcgd.1005.332226315026","511",,,"-1683198903","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_16","availability:beta,source_id:1005,member_id:359643101258","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","359643101258","LEXIE","DANNI","CIANCIOSI",,"F","(640) 555-9610",,,"1940-03-06 00:00:00.000",,,,,,"1DY1Y88CJ13","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00095.csv.gz_2024_11_18_000000_claims1005_planmember_00095.csv.gz.1732128036918",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.359643101258","urn:doid:arcadia.io:member!arcgd.1005.359643101258","511",,,"702430803","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_17","availability:beta,source_id:1005,member_id:415256480453","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","415256480453","BALLARD","CASSY","PUCEK",,"M","(640) 555-5571",,,"1946-11-11 00:00:00.000",,,,,,"0PM6J33JG44","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00043.csv.gz_2024_11_18_000000_claims1005_planmember_00043.csv.gz.1732128034916",,,,"ENGLISH",,,"SUBSCRIBER","M",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.415256480453","urn:doid:arcadia.io:member!arcgd.1005.415256480453","511",,,"881197608","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_18","availability:beta,source_id:1005,member_id:027453184540","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","027453184540","TRUMAN","FRANNI","MUCINO",,"M","(640) 555-9345",,,"1934-12-26 00:00:00.000",,,,,,"2M32QV0PE94","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00009.csv.gz_2024_11_18_000000_claims1005_planmember_00009.csv.gz.1732128033801",,,,"ENGLISH",,,"SUBSCRIBER","M",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.027453184540","urn:doid:arcadia.io:member!arcgd.1005.027453184540","511",,,"-1791809764","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_19","availability:beta,source_id:1005,member_id:223564422786","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","223564422786","DESTINI","FRANKY","NIKOLAYEV",,"F","(608) 555-4838",,,"1992-02-26 00:00:00.000",,,,,,"9LP8T96QQ33","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00008.csv.gz_2024_11_18_000000_claims1005_planmember_00008.csv.gz.1732128033791",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.223564422786","urn:doid:arcadia.io:member!arcgd.1005.223564422786","511",,,"1761363635","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_20","availability:beta,source_id:1005,member_id:645559684133","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","645559684133","KELSEY","ADRIAN","SCHOVAJSA",,"F","(640) 555-8373",,,"1937-08-27 00:00:00.000",,,,,,"8AB2JU6IF94","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00074.csv.gz_2024_11_18_000000_claims1005_planmember_00074.csv.gz.1732128035961",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.645559684133","urn:doid:arcadia.io:member!arcgd.1005.645559684133","511",,,"-557616014","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_21","availability:beta,source_id:1005,member_id:647920462784","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","647920462784","ROBERT","JOYCE","KLAUK",,"F","(640) 555-2354",,,"1958-09-28 00:00:00.000",,,,,,"1H35Y07TL41","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00089.csv.gz_2024_11_18_000000_claims1005_planmember_00089.csv.gz.1732128036767",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.647920462784","urn:doid:arcadia.io:member!arcgd.1005.647920462784","511",,,"-32060128","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_22","availability:beta,source_id:1005,member_id:713861561535","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","713861561535","JULIE","FRANNI","VALNES",,"F","(640) 555-8547",,,"1965-07-26 00:00:00.000",,,,,,"9MZ5MK7EY46","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00099.csv.gz_2024_11_18_000000_claims1005_planmember_00099.csv.gz.1732128037124",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.713861561535","urn:doid:arcadia.io:member!arcgd.1005.713861561535","511",,,"-1100863498","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_23","availability:beta,source_id:1005,member_id:558341251436","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","558341251436","RONDA",,"DESARO",,"F","(857) 555-0239",,,"1954-01-18 00:00:00.000",,,,,,"2LF0WF2QV11","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00070.csv.gz_2024_11_18_000000_claims1005_planmember_00070.csv.gz.1732128035768",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.558341251436","urn:doid:arcadia.io:member!arcgd.1005.558341251436","511",,,"-332859303","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_24","availability:beta,source_id:1005,member_id:231364923945","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","231364923945","ANGUS","JULES","TOLANI",,"M","(857) 555-1762",,,"1947-02-04 00:00:00.000",,,,,,"1O72W78EG60","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00073.csv.gz_2024_11_18_000000_claims1005_planmember_00073.csv.gz.1732128036254",,,,"ENGLISH",,,"SUBSCRIBER","M",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.231364923945","urn:doid:arcadia.io:member!arcgd.1005.231364923945","511",,,"265328983","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_25","availability:beta,source_id:1005,member_id:522396212955","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","522396212955","MAYRA","INDIGO","REGALADO",,"F","(640) 555-0633",,,"1954-04-19 00:00:00.000",,,,,,"5DD3C55XY70","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00032.csv.gz_2024_11_18_000000_claims1005_planmember_00032.csv.gz.1732128034682",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.522396212955","urn:doid:arcadia.io:member!arcgd.1005.522396212955","511",,,"1261662898","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_26","availability:beta,source_id:1005,member_id:196283204646","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","196283204646","GOLDIE","LOUIE","SREERAM",,"F","(640) 555-6994",,,"1943-10-23 00:00:00.000",,,,,,"8V93DO9PY75","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00098.csv.gz_2024_11_18_000000_claims1005_planmember_00098.csv.gz.1732128037089",,,,"ENGLISH",,,"SUBSCRIBER","F",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.196283204646","urn:doid:arcadia.io:member!arcgd.1005.196283204646","511",,,"-670496975","1970-01","beta","gdclaims1005","1970","false","false","false"
"20250726044446203","20250726044446203_0_27","availability:beta,source_id:1005,member_id:043032244652","availability=beta/_arcadia_source=gdclaims1005/year_bucket=1970/deleted=false/lowquality=false/transitioned=false","91590b32-9e1a-4b53-9fed-af61f6c2fecf-0_0-378-59553_20250805153948710.parquet","043032244652","TOMMY","HILARY","CZACHOR",,"M","(959) 555-3761",,,"1949-06-22 00:00:00.000",,,,,,"8LL7JL3EJ45","ENG",,,,"M",,,,"1005","2024-11-18 17:52:53.000","2025-07-25 20:03:13.000","generated_data","generated_data","0","2024_11_18_000000_claims1005_planmember_00065.csv.gz_2024_11_18_000000_claims1005_planmember_00065.csv.gz.1732128035829",,,,"ENGLISH",,,"SUBSCRIBER","M",,,"1","urn:doid:arcadia.io:planmember!arcgd.1005.043032244652","urn:doid:arcadia.io:member!arcgd.1005.043032244652","511",,,"-19068559","1970-01","beta","gdclaims1005","1970","false","false","false"
