"_hoodie_commit_time","_hoodie_commit_seqno","_hoodie_record_key","_hoodie_partition_path","_hoodie_file_name","center_id","patient_id","provider_id","first_name","middle_name","last_name","race","ethnicity","language","email","address1","address2","city","county","state","zip","phone","birth_date","death_date","patient_status","create_timestamp","delete_ind","sex","modify_timestamp","mrn","loaded_from_file","guarantor_self_ind","guarantor_id","homelessness_status","migrant_status","veteran_status","ssn","income","family_size","alias","guarantor_relationship","phone2","advance_directive_ind","billing_account_id","usual_location","opt_in_ind","mail_address1","mail_address2","mail_city","mail_state","mail_zip","medicaid_id","occupation","race_scrubbed","language_scrubbed","ethnicity_scrubbed","patient_status_scrubbed","test_patient_ind","scrubbed","outreach_opt_out","id","patient","exportcategory","deleted_reason","quality_fail_reason","row_hash","extract_timeseries_bucket","availability","_arcadia_source","year_bucket","deleted","lowquality","transitioned"
"20250227170954232","20250227170954232_1_13","availability:beta,center_id:2000,patient_id:249433595269","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","249433595269",,"MOSES","RYLEE","DEBAR","AMERICAN INDIAN OR ALASKA NATIVE","HISPANIC OR LATINO","ENGLISH",,"7 BENELLI STREET",,"WOONSOCKET","Providence","RI","02895",,"2008-01-12 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","5076","2024_11_18_000000_clinical2000_patient_00001.csv.gz_2024_11_18_000000_clinical2000_patient_00001.csv.gz.1732054238753","1","5076",,,,,,,,,,"0",,,,"7 BENELLI STREET",,"WOONSOCKET","RI","02895",,,"AMERICAN INDIAN OR ALASKA NATIVE","ENGLISH","HISPANIC OR LATINO","ACTIVE","1","1",,"urn:doid:arcadia.io:patient!arcgd.2000.249433595269","urn:doid:arcadia.io:patient!arcgd.2000.249433595269","511","delete_ind was set",,"152383048","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_14","availability:beta,center_id:2000,patient_id:499135932633","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","499135932633",,"LUCIOUS",,"SEBEK",,,,,"11 PROSPECT STREET",,"GRAFTON","Worcester","MA","01536",,"2019-08-12 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","5018","2024_11_18_000000_clinical2000_patient_00000.csv.gz_2024_11_18_000000_clinical2000_patient_00000.csv.gz.1732054238866","1","6",,,,,,,,,,"0",,,,"11 PROSPECT STREET",,"GRAFTON","MA","01536",,,,,,"ACTIVE","1","1",,"urn:doid:arcadia.io:patient!arcgd.2000.499135932633","urn:doid:arcadia.io:patient!arcgd.2000.499135932633","511","delete_ind was set",,"2127229904","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_3","availability:beta,center_id:2000,patient_id:312532252079","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","312532252079","065495511777","JAMARCUS",,"ENDRESS","<NOMAP>","DOES NOT KNOW","AFRIKAANS",,"64 WALTUMA AVENUE",,"Edison","Middlesex","NJ","08837","(609) 555-1401","1999-11-13 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","5640","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","5640",,,,,,,,,,"0",,,,"64 WALTUMA AVENUE",,"Edison","NJ","08837",,,"<NOMAP>","AFRIKAANS","DOES NOT KNOW","ACTIVE","1","1",,"urn:doid:arcadia.io:patient!arcgd.2000.312532252079","urn:doid:arcadia.io:patient!arcgd.2000.312532252079","511","delete_ind was set",,"1190833102","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_4","availability:beta,center_id:2000,patient_id:428368154395","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","428368154395","065495511777","JEROME",,"ENDRESS","WHITE",,"SPANISH",,"16 SWEET HILL DRIVE",,"CUMBERLAND","Providence","RI","02864","(401) 555-1401","1955-07-08 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","5004","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","5004",,,,,,,,,,"0",,,,"16 SWEET HILL DRIVE",,"CUMBERLAND","RI","02864",,,"WHITE","SPANISH",,"ACTIVE","1","1",,"urn:doid:arcadia.io:patient!arcgd.2000.428368154395","urn:doid:arcadia.io:patient!arcgd.2000.428368154395","511","delete_ind was set",,"-380514482","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_5","availability:beta,center_id:2000,patient_id:169860058121","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","169860058121",,"SABRINA",,"SPOELSTRA",,,,,"229 ROUNDS AVENUE",,"Buffalo","Erie","NY","14215","(347) 555-6739","1967-08-28 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","F","2025-02-27 16:11:40.000","73501","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","6",,,,,,,,,,"0",,,,"229 ROUNDS AVENUE",,"Buffalo","NY","14215",,,,,,"ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.169860058121","urn:doid:arcadia.io:patient!arcgd.2000.169860058121","511","delete_ind was set",,"685422451","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_6","availability:beta,center_id:2000,patient_id:171410203383","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","171410203383","953440241216","RANDI",,"DEBAR","<NOMAP>",,"ENGLISH",,"11 PROSPECT STREET",,"GRAFTON","Worcester","MA","01536","(508) 555-2479","2021-04-27 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","F","2025-02-27 16:11:40.000","72556","2024_11_18_000000_clinical2000_patient_00000.csv.gz_2024_11_18_000000_clinical2000_patient_00000.csv.gz.1732054238866","1","6",,,,,,,,,,"0",,,,"11 PROSPECT STREET",,"GRAFTON","MA","01536",,,"<NOMAP>","ENGLISH",,"ACTIVE","1","1",,"urn:doid:arcadia.io:patient!arcgd.2000.171410203383","urn:doid:arcadia.io:patient!arcgd.2000.171410203383","511","delete_ind was set",,"-429801500","1970-01","beta","gdclin2000","1970","true","false","false"
"20250624020049692","20250624020049692_1_1","availability:beta,center_id:2002,patient_id:746524227206","availability=beta/_arcadia_source=gdclin2002/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","140720cc-7a7f-4e41-bbb6-e9dc984baaf3-0_1-1795-285204_20250624020049692.parquet","2002","746524227206",,"MOSES",,"SARICH","ASIAN","HISPANIC OR LATINO","ENGLISH","MOSES.SARICH@arcadia.example.com","239-41 HAZEL STREET",,"New Haven","New Haven","CT","06511",,"1987-09-30 00:00:00.000",,"ACTIVE","2024-11-18 18:34:32.000","1","M","2025-06-23 23:38:29.000","5070","2024_11_18_000000_clinical2002_patient_00000.csv.gz_2024_11_18_000000_clinical2002_patient_00000.csv.gz.1732054226081","1","5070",,,,,,,,,,"0",,,,"239-41 HAZEL STREET",,"New Haven","CT","06511",,,"ASIAN","ENGLISH","HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2002.746524227206","urn:doid:arcadia.io:patient!arcgd.2002.746524227206","511","delete_ind was set",,"-289711649","1970-01","beta","gdclin2002","1970","true","false","false"
"20250624020049692","20250624020049692_1_2","availability:beta,center_id:2002,patient_id:551651136541","availability=beta/_arcadia_source=gdclin2002/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","140720cc-7a7f-4e41-bbb6-e9dc984baaf3-0_1-1795-285204_20250624020049692.parquet","2002","551651136541","550132646134","DENNY",,"PAPPAS","ASIAN","NOT HISPANIC OR LATINO","ENGLISH",,"401 WYANDANCH AVENUE",,"West Babylon","Suffolk","NY","11704","(608) 555-4267","1983-07-14 00:00:00.000",,"ACTIVE","2024-11-18 18:34:32.000","1","M","2025-06-23 23:38:29.000","78074","2024_11_18_000000_clinical2002_patient_00008.csv.gz_2024_11_18_000000_clinical2002_patient_00008.csv.gz.1732054226283","1","78074",,,,,,,,,"(608) 555-4267","0",,,,"401 WYANDANCH AVENUE",,"West Babylon","NY","11704",,,"ASIAN","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2002.551651136541","urn:doid:arcadia.io:patient!arcgd.2002.551651136541","511","delete_ind was set",,"-226620745","1970-01","beta","gdclin2002","1970","true","false","false"
"20250227170954232","20250227170954232_1_15","availability:beta,center_id:2000,patient_id:501956536547","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","501956536547",,"DELPHINE",,"MAYES",,,,,"123 COTTAGE STREET",,"CHELSEA","Suffolk","MA","02150","(978) 555-4898","1960-09-26 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","F","2025-02-27 16:11:40.000","74744","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","6",,,,,,,,,,"0",,,,"123 COTTAGE STREET",,"CHELSEA","MA","02150",,,,,,"ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.501956536547","urn:doid:arcadia.io:patient!arcgd.2000.501956536547","511","delete_ind was set",,"-1776723161","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_16","availability:beta,center_id:2000,patient_id:444427517842","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","444427517842","116173228439","CONSTANCE",,"MOCKAITIS","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH",,"20B KENDALL HILL ROAD",,"STERLING","Worcester","MA","01564","(339) 555-3676","1938-11-16 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","F","2025-02-27 16:11:40.000","73131","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","73131",,,,,,,,,,"0",,,,"20B KENDALL HILL ROAD",,"STERLING","MA","01564",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.444427517842","urn:doid:arcadia.io:patient!arcgd.2000.444427517842","511","delete_ind was set",,"-778510556","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_17","availability:beta,center_id:2000,patient_id:250636551305","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","250636551305",,"STEWART",,"ABDULMALIK",,,,"STEWART.ABDULMALIK@arcadia.example.com","69-29 54 AVENUE",,"Maspeth","Queens","NY","11378","(646) 555-1378","1979-08-15 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","74562","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","6",,,,,,,,,,"0",,,,"69-29 54 AVENUE",,"Maspeth","NY","11378",,,,,,"ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.250636551305","urn:doid:arcadia.io:patient!arcgd.2000.250636551305","511","delete_ind was set",,"448568763","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_18","availability:beta,center_id:2000,patient_id:006243226697","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","006243226697","116173228439","CAP",,"POINT","REFUSED TO REPORT","DOES NOT KNOW","ENGLISH","CAP.POINT@arcadia.example.com","40 FEDERAL STREET",,"NEWBURYPORT","Essex","MA","01950","(413) 555-1467","1998-11-02 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","74241","2024_11_18_000000_clinical2000_patient_00005.csv.gz_2024_11_18_000000_clinical2000_patient_00005.csv.gz.1732054239080","1","74241",,,,,,,,,,"0",,,,"40 FEDERAL STREET",,"NEWBURYPORT","MA","01950",,,"REFUSED TO REPORT","ENGLISH","DOES NOT KNOW","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.006243226697","urn:doid:arcadia.io:patient!arcgd.2000.006243226697","511","delete_ind was set",,"709262098","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_19","availability:beta,center_id:2000,patient_id:046153222621","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","046153222621","065495511777","FREDERICK",,"SCHLICHTMANN","WHITE","NOT HISPANIC OR LATINO","ENGLISH",,"28 PARK AVENUE",,"Belford","Monmouth","NJ","07718","(908) 555-9251","1963-12-30 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","79888","2024_11_18_000000_clinical2000_patient_00000.csv.gz_2024_11_18_000000_clinical2000_patient_00000.csv.gz.1732054238866","1","79888",,,,"046-13-7637",,,,,,"0",,,,"28 PARK AVENUE",,"Belford","NJ","07718",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.046153222621","urn:doid:arcadia.io:patient!arcgd.2000.046153222621","511","delete_ind was set",,"-716091048","1970-01","beta","gdclin2000","1970","true","false","false"
"20250227170954232","20250227170954232_1_20","availability:beta,center_id:2000,patient_id:365597750155","availability=beta/_arcadia_source=gdclin2000/year_bucket=1970/deleted=true/lowquality=false/transitioned=false","016e6a2a-cdae-4249-a177-d6e04276b62d-0_1-2216-342646_20250227170954232.parquet","2000","365597750155","065495511777","MAURICE","OCEAN","HOSKIN","WHITE","NOT HISPANIC OR LATINO","ENGLISH",,"83 BRAINTREE STREET",,"BOSTON","Suffolk","MA","02135","(781) 555-8912","2001-08-16 00:00:00.000",,"ACTIVE","2024-11-18 18:27:51.000","1","M","2025-02-27 16:11:40.000","70559","2024_11_18_000000_clinical2000_patient_00000.csv.gz_2024_11_18_000000_clinical2000_patient_00000.csv.gz.1732054238866","1","70559",,,,"227-46-3515",,,,,"(781) 555-2114","0",,,,"83 BRAINTREE STREET",,"BOSTON","MA","02135",,,"WHITE","ENGLISH","NOT HISPANIC OR LATINO","ACTIVE","0","1",,"urn:doid:arcadia.io:patient!arcgd.2000.365597750155","urn:doid:arcadia.io:patient!arcgd.2000.365597750155","511","delete_ind was set",,"611366712","1970-01","beta","gdclin2000","1970","true","false","false"
